,source,target,value,type,source layer,target layer,normalized value
0,KVD20,Initial triggering of complement,0.01723656688525892,0,0,1,0.019218797340132265
1,KVD20,Initial triggering of complement,0.016506757168016674,1,0,1,0.018405058435749088
2,KVD20,Regulation of Complement cascade,0.01723656688525892,0,0,1,0.019218797340132265
3,KVD20,Regulation of Complement cascade,0.016506757168016674,1,0,1,0.018405058435749088
4,KVD20,FCGR activation,0.01723656688525892,0,0,1,0.019218797340132265
5,KVD20,FCGR activation,0.016506757168016674,1,0,1,0.018405058435749088
6,KVD20,Regulation of actin dynamics for phagocytic cup formation,0.01723656688525892,0,0,1,0.019218797340132265
7,KVD20,Regulation of actin dynamics for phagocytic cup formation,0.016506757168016674,1,0,1,0.018405058435749088
8,KVD20,Role of phospholipids in phagocytosis,0.01723656688525892,0,0,1,0.019218797340132265
9,KVD20,Role of phospholipids in phagocytosis,0.016506757168016674,1,0,1,0.018405058435749088
10,KVD20,Role of LAT2/NTAL/LAB on calcium mobilization,0.01723656688525892,0,0,1,0.019218797340132265
11,KVD20,Role of LAT2/NTAL/LAB on calcium mobilization,0.016506757168016674,1,0,1,0.018405058435749088
12,KVD20,FCERI mediated MAPK activation,0.01723656688525892,0,0,1,0.019218797340132265
13,KVD20,FCERI mediated MAPK activation,0.016506757168016674,1,0,1,0.018405058435749088
14,KVD20,FCERI mediated Ca+2 mobilization,0.01723656688525892,0,0,1,0.019218797340132265
15,KVD20,FCERI mediated Ca+2 mobilization,0.016506757168016674,1,0,1,0.018405058435749088
16,KVD20,FCERI mediated NF-kB activation,0.01723656688525892,0,0,1,0.019218797340132265
17,KVD20,FCERI mediated NF-kB activation,0.016506757168016674,1,0,1,0.018405058435749088
18,KVD20,Parasite infection,0.01723656688525892,0,0,1,0.019218797340132265
19,KVD20,Parasite infection,0.016506757168016674,1,0,1,0.018405058435749088
20,KVD20,Leishmania parasite growth and survival,0.01723656688525892,0,0,1,0.019218797340132265
21,KVD20,Leishmania parasite growth and survival,0.016506757168016674,1,0,1,0.018405058435749088
22,KVD20,Potential therapeutics for SARS,0.01723656688525892,0,0,1,0.019218797340132265
23,KVD20,Potential therapeutics for SARS,0.016506757168016674,1,0,1,0.018405058435749088
24,KVD20,CD22 mediated BCR regulation,0.01723656688525892,0,0,1,0.019218797340132265
25,KVD20,CD22 mediated BCR regulation,0.016506757168016674,1,0,1,0.018405058435749088
26,KVD20,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.01723656688525892,0,0,1,0.019218797340132265
27,KVD20,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.016506757168016674,1,0,1,0.018405058435749088
28,KVD20,Cell surface interactions at the vascular wall,0.01723656688525892,0,0,1,0.019218797340132265
29,KVD20,Cell surface interactions at the vascular wall,0.016506757168016674,1,0,1,0.018405058435749088
30,KVD20,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.01723656688525892,0,0,1,0.019218797340132265
31,KVD20,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.016506757168016674,1,0,1,0.018405058435749088
32,KVD20,Scavenging of heme from plasma,0.01723656688525892,0,0,1,0.019218797340132265
33,KVD20,Scavenging of heme from plasma,0.016506757168016674,1,0,1,0.018405058435749088
34,IGLC7,Initial triggering of complement,0.007557856389218867,0,0,1,0.008427020951280303
35,IGLC7,Initial triggering of complement,0.007309800303984926,1,0,1,0.008150438052676822
36,IGLC7,Regulation of Complement cascade,0.007557856389218867,0,0,1,0.008427020951280303
37,IGLC7,Regulation of Complement cascade,0.007309800303984926,1,0,1,0.008150438052676822
38,IGLC7,FCGR activation,0.007557856389218867,0,0,1,0.008427020951280303
39,IGLC7,FCGR activation,0.007309800303984926,1,0,1,0.008150438052676822
40,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.007557856389218867,0,0,1,0.008427020951280303
41,IGLC7,Regulation of actin dynamics for phagocytic cup formation,0.007309800303984926,1,0,1,0.008150438052676822
42,IGLC7,Role of phospholipids in phagocytosis,0.007557856389218867,0,0,1,0.008427020951280303
43,IGLC7,Role of phospholipids in phagocytosis,0.007309800303984926,1,0,1,0.008150438052676822
44,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.007557856389218867,0,0,1,0.008427020951280303
45,IGLC7,Role of LAT2/NTAL/LAB on calcium mobilization,0.007309800303984926,1,0,1,0.008150438052676822
46,IGLC7,FCERI mediated MAPK activation,0.007557856389218867,0,0,1,0.008427020951280303
47,IGLC7,FCERI mediated MAPK activation,0.007309800303984926,1,0,1,0.008150438052676822
48,IGLC7,FCERI mediated Ca+2 mobilization,0.007557856389218867,0,0,1,0.008427020951280303
49,IGLC7,FCERI mediated Ca+2 mobilization,0.007309800303984926,1,0,1,0.008150438052676822
50,IGLC7,FCERI mediated NF-kB activation,0.007557856389218867,0,0,1,0.008427020951280303
51,IGLC7,FCERI mediated NF-kB activation,0.007309800303984926,1,0,1,0.008150438052676822
52,IGLC7,Parasite infection,0.007557856389218867,0,0,1,0.008427020951280303
53,IGLC7,Parasite infection,0.007309800303984926,1,0,1,0.008150438052676822
54,IGLC7,Leishmania parasite growth and survival,0.007557856389218867,0,0,1,0.008427020951280303
55,IGLC7,Leishmania parasite growth and survival,0.007309800303984926,1,0,1,0.008150438052676822
56,IGLC7,Potential therapeutics for SARS,0.007557856389218867,0,0,1,0.008427020951280303
57,IGLC7,Potential therapeutics for SARS,0.007309800303984926,1,0,1,0.008150438052676822
58,IGLC7,CD22 mediated BCR regulation,0.007557856389218867,0,0,1,0.008427020951280303
59,IGLC7,CD22 mediated BCR regulation,0.007309800303984926,1,0,1,0.008150438052676822
60,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.007557856389218867,0,0,1,0.008427020951280303
61,IGLC7,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.007309800303984926,1,0,1,0.008150438052676822
62,IGLC7,Cell surface interactions at the vascular wall,0.007557856389218867,0,0,1,0.008427020951280303
63,IGLC7,Cell surface interactions at the vascular wall,0.007309800303984926,1,0,1,0.008150438052676822
64,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.007557856389218867,0,0,1,0.008427020951280303
65,IGLC7,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,0.007309800303984926,1,0,1,0.008150438052676822
